match_id;date;mode;map_name;agent;placement;score;kills;deaths;assists;kd;acs;adr;hs_percent;headshots;bodyshots;legshots;damage_dealt;damage_received;duration;duration_seconds;linked_session_id;linked_weapon;linked_protocol_rate;linked_clean_hits;linked_valid_attempts;rounds_won;rounds_lost;ally_team;enemy_team;average_rank;average_elo;player_rank;player_elo;raw_queue;raw_mode
e573a5a5-0ba5-497f-a61b-4d5f5dff80b7;2026-06-03 14:07:41;Deathmatch;Split;Clove;;11450;34;23;16;1.48;0.0;0.0;0.0;0;0;0;0;0;07:49;469;0;;0.0;0;0;34;0;a1e0551c-2be4-5d04-a0d9-9f519b7108f0;e04a4a41-19d9-5bc0-a90a-2a04a39fb6cf;;0;;0;Deathmatch;
46431688-7ba2-4268-8999-4d4603896739;2026-06-03 13:50:14;Deathmatch;Ascent;Iso;;8217;26;30;7;0.87;0.0;0.0;0.0;0;0;0;0;0;06:08;368;0;;0.0;0;0;26;0;a1e0551c-2be4-5d04-a0d9-9f519b7108f0;f7eb4705-1b4c-54a2-bd89-94240438350b;;0;;0;Deathmatch;
